Monthly Rent,Location,Bedrooms,Bathrooms,Receptions,Description,Nearest Station,Distance (miles),Long Description,Available,Link
2050.0,"Nell Gwynn House, Sloane Avenue SW3",1.0,,,1 bed flat ,Sloane Square,0.4 ,"One bedroom apartment situated on the ground floor in dynamic location, available now!",Available immediately,https://www.zoopla.co.uk/to-rent/details/55925964
2050.0,"333 Chelsea Cloisters, Sloane Avenue SW3",1.0,,,1 bed flat ,South Kensington,0.3 ,"Spacious one bedroom apartment, in dynamic location, available now!",Available immediately,https://www.zoopla.co.uk/to-rent/details/55925963
1650.0,"Hyde Park Gate, London SW7",,1.0,1.0,Room ,High Street Kensington,0.5 ,Property Point is proud to present this Modern furnished En-suite Double Room to Rent in Hyde park Gate SW7.,Available immediately,https://www.zoopla.co.uk/to-rent/details/55925962
1300.0,"Hyde Park Gate, London SW7",,1.0,1.0,Room ,High Street Kensington,0.5 ,Property Point is proud to present this Modern furnished En-suite Double Room to Rent in Hyde park Gate SW7.,Available immediately,https://www.zoopla.co.uk/to-rent/details/55925960
7583.0,"Park Street, Mayfair, London W1K",3.0,3.0,2.0,3 bed flat ,Marble Arch,0.1 ,Spacious three bedroom duplex apartment situated on the 7th & 8th floors set within this superb portered development ideally located close to the amenities of Oxford Street and the open spaces of Hyde Park. (contd...),Available immediately,https://www.zoopla.co.uk/to-rent/details/47014255
3445.0,"Shepherd Market, Mayfair, London W1J",2.0,1.0,1.0,2 bed flat ,Green Park,0.1 ,"A quirky two bedroom (one double, one single) apartment overlooking the popular Shepherd Market area of Mayfair. (contd...)",Available immediately,https://www.zoopla.co.uk/to-rent/details/49748705
2383.0,"Shepherds Market, Mayfair, London W1J",1.0,1.0,1.0,1 bed flat ,Green Park,0.2 ,"Modern one bedroom apartment located in the heart of Mayfair in Shepherds Market just off Curzon Street. Shepherd Market is home to an amazing variety of restaurants, boutiques and speciality shops and is one of London's most popular destinations. ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/42440011
1950.0,"South Molton Street, Mayfair, London W1K",,1.0,1.0,Studio ,Bond Street,0.0 ,"Superb 2nd floor studio apartment ideally located close to Bond Street station. South Molton Street is a popular pedestrian thoroughfare renowned for it's designer shops and cafes. Stylishly furnished studio room, separate fitted kitchen, fully tiled ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55925718
2383.0,"The Exchange, Bermondsey, London SE16",2.0,2.0,1.0,2 bed flat ,Bermondsey,0.5 ,"Fabulous 2 Bed Apartment. Situated by Bermondsey Spa Gardens and 10 mins walk from Bermondsey Tube, the location epitomises park-side living in the city...a real ...",,https://www.zoopla.co.uk/to-rent/details/55925701
1950.0,"York Street, London W1U",1.0,1.0,1.0,1 bed flat ,Baker Street,0.2 ,"A wonderfully light, recently refurbished, one bedroom apartment situated on the first floor of this period conversion in Marylebone.",Available from 15th Sep 2020,https://www.zoopla.co.uk/to-rent/details/55925653
3878.0,"Connaught Close, London W2",2.0,2.0,1.0,2 bed property ,Paddington,0.3 ,"A large two bedroom mews house situated in the heart of Connaught Village. The ground floor offers a large eat in, fully fitted kitchen and access to a good sized garage. The house boasts two double bedrooms with excellent storage space and (truncated)",,https://www.zoopla.co.uk/to-rent/details/55925595
2665.0,"Providence Square, Bermondsey Wall West SE1",2.0,2.0,1.0,2 bed flat ,Bermondsey,0.3 ,Beautifully presented two bedroom two bathroom apartment within a sought after development with lovely views over the water garden towards the Thames.,Available from  3rd Oct 2020,https://www.zoopla.co.uk/to-rent/details/55925547
2250.0,"Marc Brunel House, Wapping High Street E1W",2.0,2.0,1.0,2 bed flat ,Wapping,0.0 ,"An exclusive two double bedroom apartment, set with a stunning luxury warehouse conversion on the banks of the River Thames. The apartment comprises; spacious open-plan living giving access to private balcony boasting views over The City and Canary Wharf.",Available from  6th Oct 2020,https://www.zoopla.co.uk/to-rent/details/55925548
2383.0,"Shad Thames, London SE1",1.0,1.0,1.0,1 bed flat ,Bermondsey,0.5 ,"A contemporary apartment in this landmark building with stunning river views. The property benefits from use of gym facilities, swimming pool and 24 hour concierge.",Available immediately,https://www.zoopla.co.uk/to-rent/details/55925544
1820.0,"Curlew Street, London SE1",1.0,1.0,1.0,1 bed flat ,Tower Hill,0.5 ,Well presented one bedroom apartment to rent in this popular modern purpose built development a stones throw from the River Thames.,Available from 28th Sep 2020,https://www.zoopla.co.uk/to-rent/details/55925551
1733.0,"Portsoken Street, London E1",1.0,1.0,1.0,1 bed flat ,Tower Gateway,0.1 ,An excellent property with wooden flooring throughout situated moments from Tower Bridge with a concierge service. The property comprises of a large double bedroom with lots of fitted wardrobe spac...,Available immediately,https://www.zoopla.co.uk/to-rent/details/55925541
1450.0,"Wandsworth Road, London SW8",2.0,1.0,1.0,2 bed flat ,Stockwell,0.5 ,"Bright and spacious two-bedroom apartment, opposite the new Nine Elms Tube Zone-1 which is due to open in 2020 making this a great home. The flat comprises of two double bedrooms, private balcony, ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55925540
2145.0,"Three Oak Lane, London SE1",2.0,1.0,1.0,2 bed flat ,London Bridge,0.5 ,Beautiful fifth floor apartment offering bright and airy accommodation with stunning views of the Shard.,Available from 23rd Sep 2020,https://www.zoopla.co.uk/to-rent/details/55925538
1755.0,"Kipling Street, London SE1",2.0,2.0,1.0,2 bed flat ,Borough,0.3 ,**two big bedrooms - three separate rooms which can be used as offices - two bathroom! Perfect property for workers from home*** Location is spot on! The property is spread out over one level. All...,Available immediately,https://www.zoopla.co.uk/to-rent/details/55925539
3142.0,"Shad Thames, London SE1",2.0,2.0,1.0,2 bed flat ,Bermondsey,0.5 ,"A large two bedroom two bathroom apartment to with floor to ceiling windows, balcony and views of the River Thames, 24 hour porter and secure parking.",Available immediately,https://www.zoopla.co.uk/to-rent/details/55925536
1777.0,"Regents Park Road, London NW1",1.0,1.0,1.0,1 bed flat ,Chalk Farm,0.2 ,"A spacious one bedroom flat set on the raised ground floor of a Victorian terrace located in this popular street. Private entrance: Hallway; storage cupboard; Bathroom, shower over bath, WC, Basin; Double Bedroom to front, built in wardrobe; L shaped ...",,https://www.zoopla.co.uk/to-rent/details/35317508
1517.0,"Leighton Crescent, Kentish Town NW5",1.0,1.0,1.0,1 bed flat ,Kentish Town,0.2 ,"A well-presented one bedroom apartment arranged over the first floor of this well maintained purpose built building. Accommodation comprises spacious reception, separate kitchen, double bedroom and modern bathroom. Further benefits include wooden ...",Available from 16th Sep 2020,https://www.zoopla.co.uk/to-rent/details/32158216
1517.0,"Dolphin Square, London SW1V",1.0,,,1 bed flat ,Pimlico,0.2 ,"An immaculate one bedroom furnished apartment in Dolphin Square, a professionally managed all rental development in Pimlico, with various onsite amenities.",Available immediately,https://www.zoopla.co.uk/to-rent/details/37566313
2188.0,"Dolphin Square, London SW1V",2.0,1.0,1.0,2 bed flat ,Pimlico,0.2 ,"A garden facing two bedroom apartment on the 3rd floor with ample storage throughout. Measuring approx. 615sq ft this flat features a separate fitted kitchen, large reception and bath with shower overhead. Quote ref N111",Available immediately,https://www.zoopla.co.uk/to-rent/details/39177344
1560.0,"Dolphin Square, London SW1V",,,,Studio ,Pimlico,0.2 ,"An immaculately presented studio furnished apartment in Dolphin Square, a professionally managed all rental development in Pimlico, with various onsite amenities.",Available immediately,https://www.zoopla.co.uk/to-rent/details/49749484
1365.0,"Harewood Avenue, Marylebone, London NW1",1.0,,,1 bed flat ,London Marylebone,0.1 ,"A bright, one bedroom apartment situated on the lower ground floor of this period conversion, moments from Marylebone station and the open spaces of Regent's Park. The property benefits from its own entrance, wood floors throughout as well as ample ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/38520573
1863.0,"Bezier Apartments, 91 City Road, Old Street, Shoreditch, London EC1Y",1.0,1.0,1.0,1 bed flat ,Old Street,0.1 ,"** virtual viewing & video of unit availabe upon request ** Please Quote ref: Asp 4012 A beautiful and spacious 1 bedroom, 1 bathroom apartment situated in an iconic new development on Old Street roundabout, The Bezier Apartments. The apartment is ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55925204
2167.0,"Bezier Apartments, City Road, London EC1Y",1.0,1.0,1.0,1 bed flat ,Old Street,0.1 ,"Please Quote ref: Asp 40104 Incredible brand new 1 bed flat available within the iconic development. Boasting unbeatable views over the City, under floor heating, air conditioning, 24 hour concierge, gym, sauna, steam room and communal roof terrace. ...",Available from 17th Oct 2020,https://www.zoopla.co.uk/to-rent/details/55925205
2550.0,"Old Bethnal Green Road, London E2",4.0,2.0,1.0,4 bed flat ,Cambridge Heath,0.1 ,"Outlook property are delighted to offer this four bed bungalow situated in a popular and convenient location off Cambridge Heath Road. Walking distance to Bethnal Green Underground, Cambridge Heath Station, great Bus links and a selection of local ...",Available from 13th Sep 2020,https://www.zoopla.co.uk/to-rent/details/55925202
2708.0,"Fitzroy Place, Mortimer Street, Fitzrovia, London W1W",1.0,1.0,,1 bed property ,Goodge Street,0.2 ,Please quote asp id : 19626 Relocate-Me are proud to announce that a luxury 1 bedroom apartment to rent in Fitzrovia is available. Situated within the landmark development of Fitzroy Place. As well as being finished to the highest standards ...,,https://www.zoopla.co.uk/to-rent/details/40551436
3142.0,"Exchange Gardens, London SW8",2.0,2.0,1.0,2 bed flat ,Oval,0.4 ,"Brand new 2 bedroom apartment on the 35th floor of Keybridge Tower, SW8 cbre is delighted to market this contemporary two bedroom apartment in Keybridge Tower. The spacious 33rd floor apartment comprises of a (truncated)",,https://www.zoopla.co.uk/to-rent/details/55925149
3142.0,"Casson Square, London SE1",1.0,1.0,1.0,1 bed flat ,Lambeth North,0.1 ,"Brand new! Casson Square 1 bedroom available, SE1 video viewing available upon request cbre is delighted to bring to the market this brand new 1 bedroom at 30 Casson Square. This property is (truncated)",,https://www.zoopla.co.uk/to-rent/details/55925148
1712.0,"Gloucester Place, London NW1",1.0,,,1 bed flat ,Baker Street,0.1 ,Raised ground floor flat with wooden floors situated in a white stucco fronted town house located within easy reach of the bars and restaurants of the West End and the wide open spaces of Regents Park. A few minute’s walk from Baker Street Tube ...,Available from 16th Sep 2020,https://www.zoopla.co.uk/to-rent/details/55925145
2600.0,"Shelton Street, Covent Garden WC2H",2.0,2.0,1.0,2 bed flat ,Covent Garden,0.1 ,Two bedroom flat to rent in Covent Garden A fantastic brand newly refurbished contemporary two bedroom flat to rent situated on the second floor (with lift) of a well-kept residential development on Shelton Street. (truncated),,https://www.zoopla.co.uk/to-rent/details/53895493
2600.0,"Exchange Court, Covent Garden WC2R",2.0,2.0,1.0,2 bed flat ,Charing Cross,0.1 ,A well presented two bedroom apartment to rent in Covent Garden cbre Residential is delighted to bring to the market this well presented two bedroom apartment to rent in the heart of Covent Garden benefitting from a lift (truncated),,https://www.zoopla.co.uk/to-rent/details/55925143
4312.0,"Bedfordbury, Covent Garden WC2N",2.0,2.0,1.0,2 bed property ,Leicester Square,0.1 ,"Two bedroom flat to rent in Covent Garden This very modern two bedroom flat to rent in Covent Garden is situated within a new boutique development on Bedfordbury, just moments away from the vibrant West End. Bedfordbury, (truncated)",,https://www.zoopla.co.uk/to-rent/details/53262499
